,Group,Class,PC1,PC2
804,Jew_Iraqi.HO,PCA,85.0617522933651,47.8935195163351
805,Jew_Tunisian.HO,PCA,66.0526342467931,-0.781713422957172
806,Jew_Ashkenazi.HO,PCA,7.98014855338746,4.94916141102567
807,Turkish.HO,PCA,16.2660212401399,45.133605043504
808,Jew_Ashkenazi.HO,PCA,17.6936269104673,5.2848053533985
809,Jew_Moroccan.HO,PCA,52.2888923476038,1.51119427959158
810,Jew_Iranian.HO,PCA,80.2354649638891,53.6941944788672
811,Jew_Moroccan.HO,PCA,54.6310834355285,-1.31034048858797
812,Jew_Iranian.HO,PCA,78.6690549090447,50.3188708716696
813,Jew_Ashkenazi.HO,PCA,8.81953426002846,5.53821255411518
814,Albanian.HO,PCA,-30.2926747637736,8.05877652588178
815,Jew_Yemenite.HO,PCA,150.664619909117,-23.8495071668494
816,Greek.HO,PCA,-17.6210373088879,12.9855333040521
817,French.HO,PCA,-78.5371123513205,-45.6188314977827
818,Jew_Ashkenazi.HO,PCA,11.2510496285998,-10.6141896199766
819,Cypriot.HO,PCA,48.2675395882966,21.2698229892115
820,Jew_Georgian.HO,PCA,62.170836142012,62.5893409215536
821,Jew_Georgian.HO,PCA,61.6578829948594,55.8486588239738
822,Cypriot.HO,PCA,82.8303005678723,22.4662137834632
823,Turkish.HO,PCA,42.1838519100028,56.1088838654914
824,Greek.HO,PCA,-21.0744242309823,2.78433978846296
825,Jew_Iranian.HO,PCA,74.9917381075105,44.7617125067536
